Owner,Ticker,Asset Name,Asset Type,Transaction Type,Transaction Date,Amount
Spouse,CMCSA,Comcast Corporation,Stock,Purchase,07/23/2019,"$1,001 - $15,000"
Spouse,--,MAINE ST HSG AUTH REV BONDRate/Coupon:1.70%Matures:11/15/2021,Municipal Security,Purchase,05/16/2019,"$15,001 - $50,000"
Spouse,AMZN,Amazon.com; Inc.,Stock,Purchase,01/31/2019,"$1,001 - $15,000"
Spouse,UTX,United Technologies Corporation,Stock,Sale (Full),01/10/2019,"$1,001 - $15,000"
Spouse,MKC,McCormick & Company; Incorporated,Stock,Sale (Partial),01/10/2019,"$1,001 - $15,000"
Spouse,AXP,American Express Company,Stock,Sale (Partial),01/10/2019,"$1,001 - $15,000"
Spouse,SLB,Schlumberger Limited,Stock,Sale (Partial),10/17/2018,"$1,001 - $15,000"
Spouse,NKE,NIKE; Inc.,Stock,Sale (Partial),08/28/2018,"$1,001 - $15,000"
Spouse,CB,Chubb Limited,Stock,Sale (Full),08/28/2018,"$1,001 - $15,000"
Spouse,GILD,Gilead Sciences; Inc.,Stock,Sale (Partial),04/23/2018,"$1,001 - $15,000"
Spouse,--,MAINE ST HSG AUTH BONDRate/Coupon:4.0%Matures:11/15/2028,Municipal Security,Sale (Full),03/12/2018,"$15,001 - $50,000"
Spouse,--,MAINE STATE HSG AUTHRate/Coupon:2.45%Matures:11/15/2025,Municipal Security,Purchase,12/05/2017,"$15,001 - $50,000"
Spouse,--,MAINE STATE HSG AUTHRate/Coupon:2.25%Matures:11/15/2024,Municipal Security,Purchase,12/05/2017,"$15,001 - $50,000"
Spouse,SLB,Schlumberger Limited,Stock,Purchase,11/28/2017,"$1,001 - $15,000"
Spouse,COP,ConocoPhillips,Stock,Purchase,11/28/2017,"$1,001 - $15,000"
Spouse,PG,The Procter & Gamble Company,Stock,Sale (Full),11/17/2017,"$1,001 - $15,000"
Spouse,NVS,Novartis AG,Stock,Sale (Full),11/10/2017,"$1,001 - $15,000"
Spouse,CSCO,Cisco Systems; Inc.,Stock,Sale (Partial),10/19/2017,"$1,001 - $15,000"
Spouse,--,MAINE HEALTH & HIGH BONDRate/Coupon:4.50%Matures:07/01/2022,Municipal Security,Sale (Full),07/07/2017,"$1,001 - $15,000"
Spouse,--,MAINE HEALTH & HIGH BONDRate/Coupon:4.50%Matures:07/01/2022,Municipal Security,Sale (Partial),07/01/2017,"$1,001 - $15,000"
Spouse,IBM,International Business Machines Corporation,Stock,Sale (Full),07/20/2017,"$1,001 - $15,000"
Self,--,SUB-ASSET: ELMET TECHNOLOGIESCompany:ELMET TECHNOLOGIES (LEWISTON; ME)Description:SPECIALIZED METALS MANUFACTURING,Non-Public Stock,Sale (Full),06/15/2017,"$15,001 - $50,000"
Self,--,SUB-ASSET: SYNERGISTIC SOFTWARE SOLUTIONS LLCCompany:SYNERGISTIC SOFTWARE SOLUTIONS LLC (EDINA; MN)Description:MANUFACTURING SOFTWARE DEVELOPER,Non-Public Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Self,--,SUB-ASSET: ANANIA EUROPE UGCompany:ANANIA EUROPE UG (SANDHAUSEN; GERMANY)Description:STRATEGIC MARKETING,Non-Public Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Self,--,SUB-ASSET: TRAK TEC LLCCompany:TRAK TEC LLC (WINDHAM; ME)Description:PRESSURE SENSITIVE LABEL MANUFACTURER,Non-Public Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Self,--,SUB-ASSET:LIGHTHOUSE IMAGING LLCCompany:LIGHTHOUSE IMAGING LLC (PORTLAND; ME)Description:MEDICAL OPTICS ENGINEERING,Non-Public Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Self,--,SUB-ASSET: GROW-TECH LLCCompany:GROW-TECH LLC (PORTLAND; ME)Description:HORTICULTURAL TECHNOLOGY,Non-Public Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Self,--,SUB-ASSET: MCL REALTY LLCCompany:MCL REALTY LLC (WINDHAM; ME)Description:INDUSTRIAL REAL ESTATE HOLDING,Non-Public Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Self,--,SUB-ASSET: mWAVE INDUSTRIES LLCCompany:mWAVE INDUSTRIES LLC (GORHAM; ME)Description:MICROWAVE ANTENNA MANUFACTURER,Non-Public Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Self,--,SUB-ASSET: MEGA INDUSTRIES LLCCompany:MEGA INDUSTRIES LLC (GORHAM; ME)Description:MICROWAVE TECHNOLOGY,Non-Public Stock,Sale (Full),06/15/2017,"$15,001 - $50,000"
Self,--,ANANIA & ASSOCIATES INVESTMENT CO CLASS B MEMBERSHIP SHARESCompany:ANANIA & ASSOCIATES INVESTMENT CO LLC (PORTLAND; ME)Description:VENTURE CAPITAL CORPORATION,Non-Public Stock,Sale (Full),06/15/2017,"$50,001 - $100,000"
Spouse,DIS,The Walt Disney Company,Stock,Sale (Partial),05/03/2017,"$1,001 - $15,000"
Spouse,TGT,Target Corporation,Stock,Sale (Full),05/03/2017,"$1,001 - $15,000"
Spouse,--,MUNI BOND AUGUSTA ME GORate/Coupon:2.25%Matures:10/01/2026,Municipal Security,Purchase,04/27/2017,"$15,001 - $50,000"
Spouse,--,Maine School Admin GO BondRate/Coupon:3.00 %Matures:11/01/2028,Municipal Security,Purchase,03/16/2017,"$15,001 - $50,000"
Spouse,--,Muni Bond Biddeford MERate/Coupon:3.00 %Matures:10/01/2028,Municipal Security,Purchase,02/07/2017,"$15,001 - $50,000"
Spouse,--,MAINE STATE HSG AUTHORITYRate/Coupon:4.00%Matures:11/15/2028,Municipal Security,Sale (Partial),11/15/2016,"$1,001 - $15,000"
Spouse,TEVA,Teva Pharmaceutical Industries Limited,Stock,Sale (Full),10/19/2016,"$1,001 - $15,000"
Spouse,GE,General Electric Company,Stock,Sale (Full),10/19/2016,"$1,001 - $15,000"
Spouse,EMC,EMC Corporation,Stock,Sale (Full),07/14/2016,"$1,001 - $15,000"
Spouse,--,MAINE STATE HSG AUTHORITYRate/Coupon:3.90%Matures:11/15/2021,Municipal Security,Sale (Full),06/10/2016,"$1,001 - $15,000"
Spouse,--,MAINE ST HSG AUTH MRate/Coupon:3.45%Matures:11/15/2017,Municipal Security,Sale (Full),02/22/2016,"$1,001 - $15,000"
Spouse,--,MAINE STATE HSG AUTH REVRate/Coupon:1.95%Matures:11/15/2023,Municipal Security,Purchase,02/11/2016,"$1,001 - $15,000"
Spouse,CB,Chubb Limited,Stock,Exchange,01/19/2016,"$1,001 - $15,000"
Spouse,--,CHUBB CORPORATION - CB,Stock,Exchange,01/19/2016,"$1,001 - $15,000"
Spouse,--,Maine St Hsg Auth BondRate/Coupon:4.20%Matures:11/15/2020,Municipal Security,Sale (Full),12/28/2015,"$1,001 - $15,000"
Spouse,KMI,Kinder Morgan; Inc.,Stock,Sale (Full),12/16/2015,"$1,001 - $15,000"
Spouse,--,Maine Muni Bond BankRate/Coupon:4.25%Matures:11/01/2017,Municipal Security,Sale (Full),12/03/2015,"$15,001 - $50,000"
Spouse,--,SIAL - Sigma Aldrich Corp,Stock,Sale (Full),11/18/2015,"$15,001 - $50,000"
Spouse,--,QCOM - Qualcomm Inc,Stock,Sale (Full),11/05/2015,"$1,001 - $15,000"
Spouse,--,Regional School Unit No 5 MERate/Coupon:2.50%Matures:11/01/2026,Municipal Security,Purchase,10/15/2015,"$15,001 - $50,000"
Spouse,--,Maine Health & Higher Ed Rev BondRate/Coupon:3.25%Matures:07/01/2027,Municipal Security,Purchase,07/16/2015,"$15,001 - $50,000"
Spouse,--,Maine State Hsg Authority BondRate/Coupon:2.60%Matures:11/15/2022,Municipal Security,Purchase,06/17/2015,"$15,001 - $50,000"
Spouse,--,Maine Health & Higher Ed BondRate/Coupon:3.25%Matures:07/01/2027,Municipal Security,Purchase,06/10/2015,"$15,001 - $50,000"
Spouse,--,A Woman; A Part LLC - 1/5 of 1 ShareCompany:A Woman; A Part LLC (Ulster Park; NY)Description:Movie Production Company,Non-Public Stock,Purchase,05/08/2015,"$1,001 - $15,000"
Spouse,--,Muni Bond Ellsworth ME GORate/Coupon:2.25%Matures:12/01/2024,Municipal Security,Purchase,05/05/2015,"$15,001 - $50,000"
Spouse,--,Muni Bond Cape Elizabeth MERate/Coupon:3.75%Matures:04/01/2016,Municipal Security,Sale (Full),04/01/2015,"$15,001 - $50,000"
Spouse,--,Augusta ME 12/01/2016 4.00%Rate/Coupon:4.00%Matures:12/01/2016,Municipal Security,Sale (Full),03/02/2015,"$15,001 - $50,000"
Spouse,--,Maine St Hsg Auth 11/15/2017 4.4%Rate/Coupon:4.40 %Matures:11/15/2017,Municipal Security,Sale (Full),02/18/2015,"$15,001 - $50,000"
Spouse,--,Me Muni Bond Bk Rev 3% 09/01/2026,,Purchase,11/14/2014,"$15,001 - $50,000"
Spouse,RYN,Rayonier Inc. (NYSE),,Sale (Full),11/10/2014,"$1,001 - $15,000"
Spouse,--,Maine Turnpike Authority Bond 3.00% 07/01/2026,,Purchase,07/28/2014,"$15,001 - $50,000"
Spouse,RYAM,Rayonier Advanced Materials Inc. (NYSE),,Sale (Full),07/25/2014,"$1,001 - $15,000"
Spouse,--,Maine Muni Bond - Town of Orono ME GO 3% 11/01/2024,,Purchase,06/26/2014,"$15,001 - $50,000"
Spouse,SRE,Sempra Energy (NYSE),,Sale (Partial),04/28/2014,"$1,001 - $15,000"
Spouse,XRAY,DENTSPLY International Inc. (NASDAQ),,Sale (Full),04/28/2014,"$1,001 - $15,000"
Spouse,UNH,UnitedHealth Group Incorporated (NYSE),,Purchase,04/28/2014,"$1,001 - $15,000"
